# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Apr 27 07:01:44 2024
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_dens:        Stellar Density [g/cm**3]
# COLUMN sy_dist:        Distance [pc]
#
pl_name,hostname,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_dens,pl_orbeccen,pl_eqt,st_teff,st_rad,st_mass,st_logg,st_dens,sy_dist
Kepler-1991 b,Kepler-1991,Transit,2023,13.26079792,0.106500,1.470,4.770000,0.000000,760,5478.00,1.05,0.91,4.35,1.80709,855.8200000
Kepler-1991 c,Kepler-1991,Transit,2023,22.79020351,0.152800,2.570,2.310000,0.000000,634,5478.00,1.05,0.91,4.35,1.60255,855.8200000
Kepler-1992 b,Kepler-1992,Transit,2023,15.61122380,0.116900,0.910,5.050000,0.000000,637,5383.00,0.84,0.87,4.53,1.62557,532.9550000
Kepler-1993 b,Kepler-1993,Transit,2023,26.65657370,0.194300,4.150,1.240000,0.000000,903,5159.00,3.06,1.37,3.60,0.76375,1031.9100000
Kepler-1994 b,Kepler-1994,Transit,2023,4.61225043,0.053000,0.510,3.600000,0.000000,1032,5495.00,0.96,0.93,4.44,2.02284,241.9910000
Kepler-1995 b,Kepler-1995,Transit,2023,73.75788750,0.325900,4.280,1.180000,0.000000,375,5029.00,0.93,0.85,4.43,14.00765,595.3310000
Kepler-1996 b,Kepler-1996,Transit,2023,32.37618300,0.178900,2.260,2.730000,0.000000,392,4580.00,0.68,0.75,4.64,0.40572,440.5610000
Kepler-1996 c,Kepler-1996,Transit,2023,92.72972480,0.360800,2.810,2.060000,0.000000,276,4580.00,0.68,0.75,4.64,0.49438,440.5610000
Kepler-1997 b,Kepler-1997,Transit,2023,26.75758660,0.181500,2.280,2.700000,0.000000,660,6215.00,1.05,1.11,4.44,0.91858,1502.3400000
Kepler-1998 b,Kepler-1998,Transit,2023,3.03267135,0.040500,0.600,3.970000,0.000000,1187,5640.00,0.92,0.96,4.49,4.29145,340.9650000
Kepler-1999 b,Kepler-1999,Transit,2023,8.73967580,0.071300,3.290,1.670000,0.000000,577,4406.00,0.63,0.63,4.64,0.10144,701.2550000
Kepler-20 b,Kepler-20,Transit,2011,3.69610490,0.045650,1.773,9.400000,0.083000,1187,5495.00,0.92,0.93,4.45,2.20611,282.5630000
Kepler-20 c,Kepler-20,Transit,2011,10.85407740,0.093600,2.894,2.510000,0.076000,828,5495.00,0.92,0.93,4.45,1.41039,282.5630000
Kepler-20 d,Kepler-20,Transit,2011,77.61145500,0.347400,2.606,4.100000,0.082000,430,5495.00,0.92,0.93,4.45,1.81167,282.5630000
Kepler-20 e,Kepler-20,Transit,2011,6.09848820,0.063700,0.821,7.500000,0.092000,1004,5495.00,0.92,0.93,4.45,1.51000,282.5630000
Kepler-20 f,Kepler-20,Transit,2011,19.57832800,0.138700,0.952,8.400000,0.094000,681,5495.00,0.92,0.93,4.45,1.51000,282.5630000
Kepler-20 g,Kepler-20,Radial Velocity,2016,34.94000000,0.205500,4.710,1.050000,0.150000,524,5495.00,0.96,0.95,4.45,1.81167,282.5630000
Kepler-200 b,Kepler-200,Transit,2014,8.59480500,0.080000,2.130,2.950000,0.000000,854,5678.00,0.94,0.98,4.45,0.13059,665.9120000
Kepler-200 c,Kepler-200,Transit,2014,10.22215700,0.090000,1.590,4.310000,0.000000,806,5678.00,0.94,0.98,4.45,60.86001,665.9120000
Kepler-2000 b,Kepler-2000,Transit,2023,6.38315913,0.056200,2.730,2.130000,0.000000,530,3757.00,0.58,0.58,4.68,10.80586,320.5880000
Kepler-2000 c,Kepler-2000,Transit,2023,20.61803480,0.122800,1.570,4.390000,0.000000,359,3757.00,0.58,0.58,4.68,5.18790,320.5880000
Kepler-2001 b,Kepler-2001,Transit,2023,1.09001100,0.019700,1.040,5.470000,0.000000,1402,5081.00,0.77,0.86,4.60,1.80766,776.5500000
Kepler-2001 c,Kepler-2001,Transit,2023,14.09258319,0.108400,1.820,3.620000,0.000000,597,5081.00,0.77,0.86,4.60,0.97395,776.5500000
Kepler-201 b,Kepler-201,Transit,2014,25.67208300,0.175000,2.460,2.440000,0.000000,683,6065.00,1.23,1.18,4.29,0.81794,636.4450000
Kepler-201 c,Kepler-201,Transit,2014,151.88405800,0.573000,2.850,2.020000,0.000000,378,6065.00,1.23,1.18,4.29,0.83509,636.4450000
Kepler-202 b,Kepler-202,Transit,2014,4.06942700,0.045000,1.630,4.170000,0.000000,802,4668.00,0.67,0.68,4.65,4.24656,285.1110000
Kepler-202 c,Kepler-202,Transit,2014,16.28249300,0.113000,1.850,3.540000,0.000000,505,4668.00,0.67,0.68,4.65,4.74396,285.1110000
Kepler-203 b,Kepler-203,Transit,2014,3.16269700,0.043000,2.570,2.310000,0.000000,1308,5821.00,1.11,1.00,4.36,1.56956,703.3020000
Kepler-203 c,Kepler-203,Transit,2014,5.37064700,0.061000,2.470,273.000000,0.000000,1096,5821.00,1.11,1.00,4.36,5.54994,703.3020000
Kepler-203 d,Kepler-203,Transit,2014,11.32972000,0.100000,1.440,62.400000,0.000000,855,5821.00,1.11,1.00,4.36,0.98943,703.3020000
Kepler-204 b,Kepler-204,Transit,2014,14.40097400,0.117000,2.530,2.350000,0.000000,828,5812.00,1.24,1.03,4.27,0.70051,686.7230000
Kepler-204 c,Kepler-204,Transit,2014,25.66059300,0.173000,1.790,3.700000,0.000000,683,5812.00,1.24,1.03,4.27,2.33315,686.7230000
Kepler-205 b,Kepler-205,Transit,2014,2.75564000,0.032000,1.510,4.610000,0.000000,757,4321.00,0.55,0.59,4.74,1.97675,159.7200000
Kepler-205 c,Kepler-205,Transit,2014,20.30654600,0.122000,1.640,4.150000,0.000000,389,4321.00,0.55,0.59,4.74,4.27115,159.7200000
Kepler-206 b,Kepler-206,Transit,2014,7.78198700,0.078000,1.200,5.950000,0.000000,983,5764.00,1.19,1.05,4.31,0.86142,594.4470000
Kepler-206 c,Kepler-206,Transit,2014,13.13747100,0.111000,1.770,3.750000,0.000000,825,5764.00,1.19,1.05,4.31,0.94860,594.4470000
Kepler-206 d,Kepler-206,Transit,2014,23.44281000,0.163000,1.190,5.900000,0.000000,681,5764.00,1.19,1.05,4.31,0.86142,594.4470000
Kepler-207 b,Kepler-207,Transit,2014,1.61186500,0.029000,1.570,4.390000,0.000000,1930,5920.00,1.59,1.04,4.13,0.29599,875.5190000
Kepler-207 c,Kepler-207,Transit,2014,3.07157100,0.044000,1.500,4.660000,0.000000,1556,5920.00,1.59,1.04,4.13,0.29599,875.5190000
Kepler-207 d,Kepler-207,Transit,2014,5.86807500,0.068000,3.310,1.670000,0.000000,1254,5920.00,1.59,1.04,4.13,0.29599,875.5190000
Kepler-208 b,Kepler-208,Transit,2014,4.22864000,0.054000,1.630,4.170000,0.000000,1379,6092.00,1.31,1.16,4.26,1.00597,775.3280000
Kepler-208 c,Kepler-208,Transit,2014,7.46662300,0.079000,1.390,5.140000,0.000000,1141,6092.00,1.31,1.16,4.26,1.01679,775.3280000
Kepler-208 d,Kepler-208,Transit,2014,11.13178600,0.103000,1.200,5.950000,0.000000,999,6092.00,1.31,1.16,4.26,1.26617,775.3280000
Kepler-208 e,Kepler-208,Transit,2014,16.25945800,0.132000,1.480,4.730000,0.000000,880,6092.00,1.31,1.16,4.26,1.98469,775.3280000
Kepler-209 b,Kepler-209,Transit,2014,16.08784500,0.122000,2.260,2.730000,0.000000,668,5513.00,0.94,0.93,4.47,5.40911,576.9460000
Kepler-209 c,Kepler-209,Transit,2014,41.74988200,0.231000,3.100,1.810000,0.000000,486,5513.00,0.94,0.93,4.47,1.96069,576.9460000
Kepler-21 b,Kepler-21,Transit,2012,2.78582120,0.043400,1.639,9.300000,0.000000,2015,6305.00,1.90,1.41,4.03,0.28700,108.5220000
Kepler-210 b,Kepler-210,Transit,2014,2.45323400,0.032000,2.940,1.940000,0.000000,737,4559.00,0.65,0.77,4.66,4.67612,232.7500000
Kepler-210 c,Kepler-210,Transit,2014,7.97251300,0.070000,3.620,1.480000,0.000000,497,4559.00,0.65,0.77,4.66,1.19397,232.7500000
Kepler-211 b,Kepler-211,Transit,2014,4.13857500,0.048000,1.260,5.850000,0.000000,954,5123.00,0.82,0.90,4.55,2.96587,309.3530000
Kepler-211 c,Kepler-211,Transit,2014,6.04045000,0.062000,1.290,46.800000,0.000000,841,5123.00,0.82,0.90,4.55,3.15683,309.3530000
Kepler-212 b,Kepler-212,Transit,2014,16.25758200,0.133000,1.090,5.600000,0.000000,830,5852.00,1.46,1.17,4.18,0.44891,687.1940000
Kepler-212 c,Kepler-212,Transit,2014,31.80517400,0.207000,2.740,2.120000,0.000000,664,5852.00,1.46,1.17,4.18,0.48859,687.1940000
Kepler-213 b,Kepler-213,Transit,2014,2.46236000,0.036000,1.620,4.210000,0.000000,1326,5696.00,1.20,1.07,4.31,3.62663,634.9390000
Kepler-213 c,Kepler-213,Transit,2014,4.82296200,0.057000,2.340,2.610000,0.000000,1060,5696.00,1.20,1.07,4.31,73.71993,634.9390000
Kepler-214 b,Kepler-214,Transit,2014,15.66054400,0.130000,2.610,2.260000,0.000000,758,6169.00,1.35,1.11,4.25,0.40253,1208.4400000
Kepler-214 c,Kepler-214,Transit,2014,28.77980000,0.194000,2.130,2.950000,0.000000,619,6169.00,1.35,1.11,4.25,0.05254,1208.4400000
Kepler-215 b,Kepler-215,Transit,2014,9.36067200,0.084000,1.620,4.210000,0.000000,784,5739.00,1.03,0.94,4.36,0.58171,485.9970000
Kepler-215 c,Kepler-215,Transit,2014,14.66710800,0.113000,1.770,3.750000,0.000000,675,5739.00,1.03,0.94,4.36,1.45716,485.9970000
Kepler-215 d,Kepler-215,Transit,2014,30.86442300,0.185000,2.390,9.500000,0.000000,527,5739.00,1.03,0.94,4.36,8.36305,485.9970000
Kepler-215 e,Kepler-215,Transit,2014,68.16101000,0.314000,1.750,3.800000,0.000000,405,5739.00,1.03,0.94,4.36,2.35964,485.9970000
Kepler-216 b,Kepler-216,Transit,2014,7.69364100,0.079000,2.350,2.590000,0.000000,1069,6091.00,1.26,1.11,4.28,0.43582,1187.4700000
Kepler-216 c,Kepler-216,Transit,2014,17.40666900,0.136000,3.040,1.850000,0.000000,814,6091.00,1.26,1.11,4.28,0.48258,1187.4700000
Kepler-217 b,Kepler-217,Transit,2014,5.37494300,0.065000,2.230,2.770000,0.000000,1413,6171.00,1.80,1.14,4.03,0.34470,1104.6400000
Kepler-217 c,Kepler-217,Transit,2014,8.58600400,0.089000,1.850,3.540000,0.000000,1208,6171.00,1.80,1.14,4.03,0.34470,1104.6400000
Kepler-217 d,Kepler-217,Transit,2016,3.88689525,0.050500,1.320,5.500000,0.000000,1574,6341.00,1.76,1.37,4.08,0.34470,1104.6400000
Kepler-218 b,Kepler-218,Transit,2014,3.61933700,0.046000,1.480,4.730000,0.000000,1156,5502.00,1.06,1.02,4.39,1.10283,656.3800000
Kepler-218 c,Kepler-218,Transit,2014,44.69957600,0.248000,3.140,1.770000,0.000000,500,5502.00,1.06,1.02,4.39,1.61812,656.3800000
Kepler-218 d,Kepler-218,Transit,2016,124.52446470,0.486500,2.660,2.210000,0.000000,356,5542.00,1.02,1.01,4.42,1.25905,656.3800000
Kepler-219 b,Kepler-219,Transit,2014,4.58551200,0.057000,2.950,1.930000,0.000000,1307,5786.00,1.49,1.17,4.16,1.06034,787.0700000
Kepler-219 c,Kepler-219,Transit,2014,22.71461300,0.165000,3.580,1.500000,0.000000,766,5786.00,1.49,1.17,4.16,0.73757,787.0700000
Kepler-219 d,Kepler-219,Transit,2014,47.90364500,0.272000,2.810,4.730000,0.000000,598,5786.00,1.49,1.17,4.16,2.12046,787.0700000
Kepler-22 b,Kepler-22,Transit,2011,289.86387600,0.812000,2.100,5.200000,0.720000,279,5596.00,0.87,0.86,4.44,1.45800,194.6420000
Kepler-220 b,Kepler-220,Transit,2014,4.15980700,0.046000,0.810,4.730000,0.000000,759,4632.00,0.67,0.73,4.65,2.15978,171.1090000
Kepler-220 c,Kepler-220,Transit,2014,9.03419900,0.076000,1.570,4.390000,0.000000,586,4632.00,0.67,0.73,4.65,2.15978,171.1090000
Kepler-220 d,Kepler-220,Transit,2014,28.12239700,0.163000,0.980,5.280000,0.000000,401,4632.00,0.67,0.73,4.65,2.15978,171.1090000
Kepler-220 e,Kepler-220,Transit,2014,45.90273300,0.226000,1.330,5.440000,0.000000,341,4632.00,0.67,0.73,4.65,2.82700,171.1090000
Kepler-221 b,Kepler-221,Transit,2014,2.79590600,0.037000,1.710,3.920000,0.000000,1090,5243.00,0.82,0.82,4.54,2.81128,385.2310000
Kepler-221 c,Kepler-221,Transit,2014,5.69058600,0.059000,2.930,3.300000,0.000000,860,5243.00,0.82,0.82,4.54,3.30553,385.2310000
Kepler-221 d,Kepler-221,Transit,2014,10.04156000,0.087000,2.730,2.130000,0.000000,712,5243.00,0.82,0.82,4.54,5.44198,385.2310000
Kepler-221 e,Kepler-221,Transit,2014,18.36991700,0.130000,2.630,2.240000,0.000000,582,5243.00,0.82,0.82,4.54,15.25458,385.2310000
Kepler-222 b,Kepler-222,Transit,2014,3.93698100,0.048000,3.160,1.760000,0.000000,1004,5433.00,0.87,0.88,4.55,4.36488,758.8540000
Kepler-222 c,Kepler-222,Transit,2014,10.08881000,0.091000,4.640,1.070000,0.000000,734,5433.00,0.87,0.88,4.55,2.44462,758.8540000
Kepler-222 d,Kepler-222,Transit,2014,28.08191200,0.180000,3.690,1.440000,0.000000,522,5433.00,0.87,0.88,4.55,2.17808,758.8540000
Kepler-223 b,Kepler-223,Transit,2014,7.38449000,0.075600,2.990,1.540000,0.078000,1042,5803.00,1.72,1.12,4.46,0.42360,1859.7100000
Kepler-223 c,Kepler-223,Transit,2014,9.84564000,0.091600,3.440,0.710000,0.150000,947,5803.00,1.72,1.12,4.46,0.27849,1859.7100000
Kepler-223 d,Kepler-223,Transit,2014,14.78869000,0.120100,5.240,0.310000,0.037000,827,5803.00,1.72,1.12,4.46,0.58731,1859.7100000
Kepler-223 e,Kepler-223,Transit,2014,19.72567000,0.145500,4.600,0.280000,0.051000,751,5803.00,1.72,1.12,4.46,0.00401,1859.7100000
Kepler-224 b,Kepler-224,Transit,2014,3.13292400,0.038000,1.390,5.140000,0.000000,937,5018.00,0.68,0.82,4.64,2.69909,782.0880000
Kepler-224 c,Kepler-224,Transit,2014,5.92500300,0.058000,3.120,1.790000,0.000000,758,5018.00,0.68,0.82,4.64,0.52473,782.0880000
Kepler-224 d,Kepler-224,Transit,2014,11.34939300,0.089000,2.300,2.660000,0.000000,610,5018.00,0.68,0.82,4.64,3.47552,782.0880000
Kepler-224 e,Kepler-224,Transit,2014,18.64357700,0.124000,1.970,3.260000,0.000000,517,5018.00,0.68,0.82,4.64,31.06171,782.0880000
Kepler-225 b,Kepler-225,Transit,2014,6.73897500,0.056000,1.200,5.950000,0.000000,579,3682.00,0.48,0.59,4.78,2.72120,561.1010000
Kepler-225 c,Kepler-225,Transit,2014,18.79423400,0.111000,1.840,3.560000,0.000000,412,3682.00,0.48,0.59,4.78,4.09291,561.1010000
Kepler-226 b,Kepler-226,Transit,2014,3.94099700,0.047000,1.550,35.400000,0.000000,1018,5571.00,0.80,0.91,4.59,2.13629,980.1380000
Kepler-226 c,Kepler-226,Transit,2014,5.34955500,0.058000,2.270,21.200000,0.000000,919,5571.00,0.80,0.91,4.59,1.73782,980.1380000
Kepler-226 d,Kepler-226,Transit,2014,8.10904400,0.076000,1.220,5.990000,0.000000,800,5571.00,0.80,0.91,4.59,1.53020,980.1380000
Kepler-227 b,Kepler-227,Transit,2014,9.48801500,0.090000,3.110,1.800000,0.000000,793,5854.00,1.09,0.92,4.40,3.20796,1083.0600000
Kepler-227 c,Kepler-227,Transit,2014,54.41869400,0.290000,3.040,1.850000,0.000000,443,5854.00,1.09,0.92,4.40,5.82788,1083.0600000
Kepler-228 b,Kepler-228,Transit,2014,2.56654600,0.038000,1.530,4.540000,0.000000,1360,6043.00,1.01,0.95,4.47,1.55056,1644.6100000
Kepler-228 c,Kepler-228,Transit,2014,4.13444400,0.052000,2.700,2.160000,0.000000,1160,6043.00,1.01,0.95,4.47,0.30732,1644.6100000
Kepler-228 d,Kepler-228,Transit,2014,11.09428600,0.101000,4.040,1.280000,0.000000,835,6043.00,1.01,0.95,4.47,1.00902,1644.6100000
Kepler-229 b,Kepler-229,Transit,2014,6.25297200,0.062000,2.200,2.830000,0.000000,823,5120.00,0.73,0.80,4.63,3.16464,826.2650000
Kepler-229 c,Kepler-229,Transit,2014,16.06863800,0.117000,4.920,0.992000,0.000000,600,5120.00,0.73,0.80,4.63,3.66603,826.2650000
Kepler-229 d,Kepler-229,Transit,2014,41.19491200,0.220000,3.850,1.370000,0.000000,439,5120.00,0.73,0.80,4.63,3.94710,826.2650000
Kepler-23 b,Kepler-23,Transit,2011,7.10730000,0.075000,1.900,,0.060000,1157,5760.00,1.52,1.11,4.00,0.45155,835.7560000
Kepler-23 c,Kepler-23,Transit,2011,10.74210000,0.099000,3.200,,0.020000,1008,5760.00,1.52,1.11,4.00,0.42989,835.7560000
Kepler-23 d,Kepler-23,Transit,2014,15.27429900,0.124000,2.200,9.080000,0.080000,896,5828.00,1.55,1.10,4.09,0.54130,835.7560000
Kepler-230 b,Kepler-230,Transit,2014,32.62555500,0.191000,4.260,1.190000,0.000000,506,5588.00,0.82,0.84,4.55,2.79093,740.7540000
Kepler-230 c,Kepler-230,Transit,2014,91.77324200,0.380000,2.040,3.120000,0.000000,359,5588.00,0.82,0.84,4.55,2.68830,740.7540000
Kepler-231 b,Kepler-231,Transit,2014,10.06527500,0.074000,1.730,37.600000,0.000000,488,3767.00,0.49,0.58,4.78,33.27197,316.6180000
Kepler-231 c,Kepler-231,Transit,2014,19.27156600,0.114000,1.930,18.400000,0.000000,393,3767.00,0.49,0.58,4.78,7.16212,316.6180000
Kepler-232 b,Kepler-232,Transit,2014,4.43122200,0.054000,3.080,1.820000,0.000000,1104,5847.00,0.97,0.97,4.50,1.33259,1349.1300000
Kepler-232 c,Kepler-232,Transit,2014,11.37934900,0.101000,3.830,1.370000,0.000000,806,5847.00,0.97,0.97,4.50,1.02292,1349.1300000
Kepler-233 b,Kepler-233,Transit,2014,8.47238200,0.077000,2.430,2.480000,0.000000,751,5360.00,0.76,0.85,4.61,3.86328,856.4170000
Kepler-233 c,Kepler-233,Transit,2014,60.41895500,0.287000,2.710,2.150000,0.000000,390,5360.00,0.76,0.85,4.61,4.26444,856.4170000
Kepler-234 b,Kepler-234,Transit,2014,2.71150600,0.040000,3.700,1.430000,0.000000,1420,6224.00,1.11,1.11,4.42,0.91618,1733.1000000
Kepler-234 c,Kepler-234,Transit,2014,7.21205000,0.077000,3.510,1.540000,0.000000,1025,6224.00,1.11,1.11,4.42,0.99867,1733.1000000
Kepler-235 b,Kepler-235,Transit,2014,3.34022200,0.037000,2.230,2.770000,0.000000,731,4255.00,0.55,0.58,4.73,4.14000,428.0180000
Kepler-235 c,Kepler-235,Transit,2014,7.82490400,0.065000,1.280,5.710000,0.000000,555,4255.00,0.55,0.58,4.73,4.14000,428.0180000
Kepler-235 d,Kepler-235,Transit,2014,20.06054800,0.122000,2.050,3.100000,0.000000,401,4255.00,0.55,0.58,4.73,4.14000,428.0180000
Kepler-235 e,Kepler-235,Transit,2014,46.18366900,0.213000,2.220,2.790000,0.000000,306,4255.00,0.55,0.58,4.73,4.14000,428.0180000
Kepler-236 b,Kepler-236,Transit,2014,8.29561100,0.065000,1.570,4.390000,0.000000,469,3750.00,0.51,0.60,4.75,3.70571,288.7630000
Kepler-236 c,Kepler-236,Transit,2014,23.96812700,0.132000,2.000,3.200000,0.000000,329,3750.00,0.51,0.60,4.75,3.70571,288.7630000
Kepler-237 b,Kepler-237,Transit,2014,4.71510600,0.050000,1.410,5.040000,0.000000,823,4861.00,0.72,0.70,4.58,2.42359,657.8220000
Kepler-237 c,Kepler-237,Transit,2014,8.10363600,0.071000,2.080,3.040000,0.000000,687,4861.00,0.72,0.70,4.58,1.97075,657.8220000
Kepler-238 b,Kepler-238,Transit,2014,2.09087600,0.034000,1.730,3.860000,0.000000,1642,5751.00,1.43,1.06,4.19,0.45192,1798.7500000
Kepler-238 c,Kepler-238,Transit,2014,6.15555700,0.069000,2.390,2.540000,0.000000,1146,5751.00,1.43,1.06,4.19,0.40662,1798.7500000
Kepler-238 d,Kepler-238,Transit,2014,13.23354900,0.115000,3.070,1.830000,0.000000,888,5751.00,1.43,1.06,4.19,0.38840,1798.7500000
Kepler-238 e,Kepler-238,Transit,2013,23.65400000,0.165800,5.600,5.310000,0.000000,731,5732.00,0.96,1.06,4.49,0.41907,1798.7500000
Kepler-238 f,Kepler-238,Transit,2013,50.44700000,0.274700,2.000,9.270000,0.000000,568,5732.00,0.96,1.06,4.49,0.97794,1798.7500000
Kepler-239 b,Kepler-239,Transit,2014,11.76305100,0.095000,2.330,2.620000,0.000000,616,4914.00,0.76,0.76,4.58,4.37951,648.1090000
Kepler-239 c,Kepler-239,Transit,2014,56.22809800,0.268000,2.510,2.380000,0.000000,366,4914.00,0.76,0.76,4.58,13.12235,648.1090000
Kepler-24 b,Kepler-24,Transit,2011,8.14530000,0.080000,2.400,,0.000000,1050,5800.00,1.07,1.03,4.34,0.02385,1156.8100000
Kepler-24 c,Kepler-24,Transit,2011,12.33350000,0.106000,2.800,,0.000000,915,5800.00,1.07,1.03,4.34,0.01122,1156.8100000
Kepler-24 d,Kepler-24,Transit,2014,4.24438400,0.051000,1.670,4.050000,0.000000,1305,5897.00,1.29,0.98,4.20,0.75360,1156.8100000
Kepler-24 e,Kepler-24,Transit,2014,18.99835500,0.138000,2.780,2.080000,0.000000,792,5897.00,1.29,0.98,4.20,6.38853,1156.8100000
Kepler-240 b,Kepler-240,Transit,2014,4.14449500,0.048000,1.370,5.240000,0.000000,864,4985.00,0.74,0.75,4.63,2.49621,746.9270000
Kepler-240 c,Kepler-240,Transit,2014,7.95352800,0.074000,2.200,52.800000,0.000000,696,4985.00,0.74,0.75,4.63,3.48717,746.9270000
Kepler-241 b,Kepler-241,Transit,2014,12.71809200,0.094000,2.330,2.620000,0.000000,562,4699.00,0.67,0.67,4.63,2.98907,512.0000000
Kepler-241 c,Kepler-241,Transit,2014,36.06597800,0.189000,2.570,2.310000,0.000000,397,4699.00,0.67,0.67,4.63,3.78452,512.0000000
Kepler-242 b,Kepler-242,Transit,2014,8.20395000,0.075000,2.610,2.260000,0.000000,742,5020.00,0.85,0.81,4.49,0.65082,600.2410000
Kepler-242 c,Kepler-242,Transit,2014,14.49648100,0.109000,2.000,3.200000,0.000000,613,5020.00,0.85,0.81,4.49,0.13740,600.2410000
Kepler-243 b,Kepler-243,Transit,2014,5.71544200,0.062000,2.450,2.450000,0.000000,850,5228.00,0.84,0.83,4.57,3.25264,693.8600000
Kepler-243 c,Kepler-243,Transit,2014,20.02621800,0.142000,1.990,3.220000,0.000000,559,5228.00,0.84,0.83,4.57,2.00738,693.8600000
Kepler-244 b,Kepler-244,Transit,2014,4.31179200,0.050000,2.760,2.100000,0.000000,1038,5554.00,0.80,0.96,4.58,1.86883,1036.4900000
Kepler-244 c,Kepler-244,Transit,2014,9.76729200,0.087000,2.050,3.100000,0.000000,791,5554.00,0.80,0.96,4.58,23.67563,1036.4900000
Kepler-244 d,Kepler-244,Transit,2014,20.05040100,0.140000,2.310,6.780000,0.000000,622,5554.00,0.80,0.96,4.58,1.54536,1036.4900000
Kepler-245 b,Kepler-245,Transit,2014,7.49019000,0.071000,2.570,2.310000,0.000000,753,5100.00,0.80,0.86,4.56,3.28779,861.5270000
Kepler-245 c,Kepler-245,Transit,2014,17.46081200,0.124000,2.180,120.000000,0.000000,568,5100.00,0.80,0.86,4.56,13.61337,861.5270000
Kepler-245 d,Kepler-245,Transit,2014,36.27710800,0.202000,3.030,4.270000,0.000000,445,5100.00,0.80,0.86,4.56,3.28584,861.5270000
Kepler-245 e,Kepler-245,Transit,2016,3.21982106,0.040000,1.750,3.800000,0.000000,998,5174.00,0.80,0.86,4.57,3.03525,861.5270000
Kepler-246 b,Kepler-246,Transit,2014,4.60182000,0.052000,2.340,2.610000,0.000000,896,5206.00,0.83,0.79,4.56,2.16232,626.0780000
Kepler-246 c,Kepler-246,Transit,2014,11.18716100,0.095000,1.500,4.660000,0.000000,667,5206.00,0.83,0.79,4.56,2.28406,626.0780000
Kepler-247 b,Kepler-247,Transit,2014,3.33616000,0.042000,1.640,4.150000,0.000000,970,5100.00,0.77,0.84,4.61,3.12818,663.7110000
Kepler-247 c,Kepler-247,Transit,2014,9.43945200,0.084000,4.090,1.260000,0.000000,686,5100.00,0.77,0.84,4.61,3.76657,663.7110000
Kepler-247 d,Kepler-247,Transit,2014,20.47791200,0.140000,3.940,1.320000,0.000000,530,5100.00,0.77,0.84,4.61,5.64738,663.7110000
Kepler-248 b,Kepler-248,Transit,2014,6.30820500,0.066000,3.020,1.870000,0.000000,819,5190.00,0.83,0.90,4.57,1.63530,738.7920000
Kepler-248 c,Kepler-248,Transit,2014,16.23949400,0.123000,4.070,1.270000,0.000000,598,5190.00,0.83,0.90,4.57,2.35482,738.7920000
Kepler-249 b,Kepler-249,Transit,2014,3.30653900,0.035000,1.090,5.600000,0.000000,554,3568.00,0.48,0.51,4.78,5.34498,190.4010000
Kepler-249 c,Kepler-249,Transit,2014,7.11370200,0.058000,1.510,4.610000,0.000000,429,3568.00,0.48,0.51,4.78,5.34498,190.4010000
Kepler-249 d,Kepler-249,Transit,2014,15.36845900,0.097000,1.570,4.390000,0.000000,332,3568.00,0.48,0.51,4.78,5.34498,190.4010000
Kepler-25 b,Kepler-25,Transit,2011,6.23829700,0.069445,2.748,2.320000,0.002900,1185,6103.00,1.32,1.17,4.28,0.75000,243.2490000
Kepler-25 c,Kepler-25,Transit,2011,12.72070000,0.111666,5.217,0.588000,0.006100,934,6354.00,1.32,1.17,4.29,0.75000,243.2490000
Kepler-25 d,Kepler-25,Radial Velocity,2014,122.40000000,0.416422,10.000,0.395000,0.130000,,6270.00,1.32,1.17,4.28,0.75000,243.2490000
Kepler-250 b,Kepler-250,Transit,2014,4.14814100,0.048000,1.130,5.750000,0.000000,938,5160.00,0.81,0.83,4.57,2.20456,760.5850000
Kepler-250 c,Kepler-250,Transit,2014,7.15680400,0.069000,2.280,2.700000,0.000000,782,5160.00,0.81,0.83,4.57,3.39024,760.5850000
Kepler-250 d,Kepler-250,Transit,2014,17.64831200,0.127000,2.180,2.860000,0.000000,579,5160.00,0.81,0.83,4.57,19.29835,760.5850000
Kepler-251 b,Kepler-251,Transit,2014,4.79093600,0.053000,1.330,5.440000,0.000000,990,5526.00,0.89,0.95,4.49,2.12141,924.6250000
Kepler-251 c,Kepler-251,Transit,2014,16.51404300,0.122000,2.770,2.090000,0.000000,655,5526.00,0.89,0.95,4.49,1.66311,924.6250000
